PA	show on the task bar and still show the tab when i hover my mouse over it but when i clicked it it did nothing check to see if you have a window that is moved off screen \( or located on another monitor \) right click the taskbar icon 's thumbnail when you have raised it and choose move from the thumbnail 's window menu notice the change in mouse pointer but in your case you can not use it to drag what you can do however is use a cursor key to engage the mouse pointer on the window 's title bar for a drag move then drag move the window into view in the case where the window is on a different monitor you would also have the \( simpler \) alternative of using a win shift cursor move good luck glenn aldwinckle __eou__	Agent
FD	this is my first time experiencing this issue the only changes i have made prior to the issue was the installation of new ram cards a couple windows updates , steam , and a couple steam games so far i have shut down , restarted , reset the memory , and closed all running programs with the task manager i have not been getting error messages at all thank you for responding __eou__	User
PF	thank you so much this works __eou__	User
PF	i manage to fix the situation , but thank you for the help __eou__	User

OQ	i use bing search quite frequently and sometimes i am not signed in to my microsoft account however i can see reward points accumulating for the searches i am doing now if at that point i log in on the bing com page with microsoft account the points accumulated till then by searching anonymously does n't get added to my account bing rewards balance is that how this is supposed to work \? meaning you lose the points accumulated by using bing anonymously or should those points get added to the overall bing rewards balance \? has anyone else experienced the same \? __eou__	User
PA	hi , thank you for contacting microsoft community i suggest you to contact the bing rewards support here https support microsoft com en us getsupport \? oaspworkflow start 1 0 0 0 wfname capsub productkey bingrewardssuspend locale en us ccsid 635774223124926640 bing rewards faq https www bing com rewards faq hope this helps regards , victor __eou__	Agent
PA	hi , in order to accumulate bing rewards credits , you must be signed into your bing rewards account is it possible you have two different accounts \? local account and microsoft account \? i 'd advise using your credits from one before closing it as you are only allowed one bing rewards account __eou__	Agent

OQ	i edited a powerpoint document from school and saved it but now it wo n't open whenever i try opening it this message comes up powerpoint found a problem with content in the file 02 chapter 3 , cdn ppt powerpoint can attempt to repair the file if you trust the source of this file , click repair i click repair and immediately another pop up tells me it ca n't be repaired __eou__	User
IR_PA	hi kristen , thanks for sharing your experience with us regarding this issue , please change the file extension name from ppt into pptx to check whether you can open the file meanwhile , please share more details with us if the issue persist 1 \) right click the file on your mac and choose get info to capture a screenshot about the properties of this file 2 \) how did you save your changes after you first open it \? 3 \) capture a screenshot about the error message 4 \) go to powerpoint about powerpoint to capture a screenshot about the product information regards , williamdiane __eou__	Agent
FD_IR	hi kristen , please share some updates with us if you need further assistance regards , williamdiane __eou__	Agent
PA	your file name has special characters it has dots and commas try renaming the file and get rid of the special characters \( except keep the dot in the ppt file extension \) then try opening the file does it open now \? __eou__	Agent

IR_OQ	i do n't knoe if this is s problem with my phone or skype , but whenever i call a certain person , the call will drop after a ranfom amount of time , every now and then it seems to ststt dropping earlier thsn it used to the call drops around every 6 10 minutes on average , but if we sre lucky it drops im about 30 mimutes to an hour this has been going on for a while amd i ca n't find any solutions it only happens with thid certsin person and mever with others but once the call ends it does n't let us re call each other right away , we either need ti wait 5 minutes to the longest being 4 hours before it lets us re call , we have reset our phones , uninstslled and reinstalled skype , and tried with different sccounts but the problem dtill persists thsnk you of you read this all and any sdvice will be grest __eou__	User
FD_NF	mine is so worse it drops every couple of minutes thinking of stopping skype subscription skype sucks these days \( __eou__	Agent
CQ_IR_PA	hello edgar banks , welcome to the skype community forum ! i do understand the inconvenience you have faced to resolve audio issues on skype calls , you and the person you re calling should follow the steps below 1 use the latest version of skype we 're always improving call quality , so for best performance , make sure that you and the person you 're calling are using the latest version of skype download the latest version 2 check your connection if your audio or video calls freeze , your video looks block like or has motion blur , it might be your internet connection \( or your friend 's \) causing the problem if skype detects a weak connection , it will reduce the quality to try and stop the call from dropping altogether using a computer \? plug your ethernet cable directly into your modem or router if you 're using wi fi , try moving closer to the router if you 're not connected , the windows 10 guide why ca n't i get online \? will give you tips to fix any connection issues using a mobile device \? use a speed test app to check the performance of your mobile connection , and check the result against the download and upload speeds required for skype 3 is another application interfering with your call \? close any applications that could be interfering with your call file sharing applications , streaming audio or video , or even just having a web browser open are all things that can eat up bandwidth to troubleshoot problems with skype calls , please refer to this link troubleshooting problems with skype calls i hope this helps should you have further queries , please do not hesitate to reply to this post thank you __eou__	Agent
FD	none of those solutions changed anything , my intetnet speeds are way faster than needed fir skype both of us are using the latest version of skype and nothing is interrupting the call as i said earlier , it 's only this one person it does n't happen with anyone else __eou__	User
FD	hi joseph , i am using call international phone numbers directly using skype i have bought credit from skype for this i have no trouble calling any uk landline the problem seems to be only with the skype voip network i even tried changing location from 'london' to 'belfast' to get a new calling number it seemed to improve it a little bit , but dropped after 5 6 minutes it is really frustrating have this problem for a long time before i decided to come to this forum any ideas please \? before i switch to something else \( thanks , badri __eou__	Agent
PA	hello edgar banks , thank you for your response i will be sending you a private message on what to do next to address this concern should you have further queries , please do not hesitate to reply to this post thank you __eou__	Agent
CQ_PA	hello anne , have you tried the troubleshooting steps provided above \? kindly advise us of the results thank you __eou__	Agent
FD	hi joseph i'm using skype to go and these steps are not relevant to my problem my issue is with skype to go not skype thanks badri __eou__	Agent
PA	hi anne , thank you for clarifying for skype to go issues , you may use the steps provided in this link troubleshooting skype to go should you have further queries , please do not hesitate to reply to this post thank you __eou__	Agent

OQ	where are your contacts in the live mail for windows 10 i was using an older version of live mail that had a contacts button , but the new live only gives me my email accounts where are the contacts hiding original subject contacts list in the new windows 10 live mail __eou__	User
FD	hi robert , before we start troubleshooting the issue , we require more information to assist you better i suggest you to update the version of windows live mail to its latest version on your computer and check if it helps reply us with the information to assist you further thank you __eou__	Agent
PA	my version is 17 6868 41141 0 i am unable to find the contacts button however , if i compose a new e mail my contacts populate the field so , they are somewhere , just not able to see where what do i do if i want to add a new one in the old version i had something at the bottom of the email list called contacts when you click on the right side of this version you get a list of things to choose from , but no contacts sorry for the caps __eou__	User
PA_PF	the contacts list used by the mail app is found in a different app called people if you do n't see this on your start screen , open all apps and look there under p __eou__	Agent
PF	thank you very much you solved my problem __eou__	User
OQ	i have a saved contacts list that was exported from windows live mail on a previous computer running windows 10 how do i import that file into the current live mail people file \? i 've searched the people file , but find no way to import the file it only allows you to add one contact at a time as far as i can tell grrr __eou__	Agent

OQ	i use skype for windows 10 on my office laptop i installed skype for android and after i added my credentials , my contact list in android skype is empty i was expecting to get my contacts from the desktop version also i ca n't see any group chats and i ca n't delete any contacts from my contacts list skype for web is having the same flaws __eou__	User
PA	hello monica giurgiu , welcome to skype community i understand that you want to retrieve your contacts from your windows 10 device to your skype for android device , but have you tried to sign in manually from your skype for android on using the same logins that you used for your skype for windows 10 \? also , there is still an option to delete someone as a contact from the new version of skype to know more about it , please go to this link below how do i view someone 's profile in the new skype \? i hope this information helps regards , __eou__	Agent
PF	hello matthew , solved my skype and live accounts were unified and the case is solved cheers , horiamonica __eou__	User
GG	hello again monica giurgiu , i am glad to hear that your issue is now resolved , so please do resume and continue your skype activities and let me lock this thread thank you for choosing skype regards , __eou__	Agent

OQ	i'm a web developer and i'm making a website , however , on microsoft edge the favicon next to the title of the website in the tab wo n't show up , however on firefox it shows my website favicon have a look at the screenshots to see what i'm talking about the first link is what it looks like in microsoft edge and the second like is what it looks like on firefox https prnt sc goz5dt https prnt sc goz5ro post moved by the moderator to the appropriate forum category moved from internet explorer internet explorer 11 windows 10 __eou__	User
PA	there are several techniques over time that web developers have used to put a favicon on their pages but \( somewhat \) recently the standards committee has addressed this and have come up with a recommendation http www w3 org 2005 10 howto favicon essentially , they recommend that you use the following link href favicon ico rel icon type image x icon i follow this and my sites show favicons __eou__	Agent
PA	there are several categories of things that can lead to the favicon not appearing perhaps most notably , ms browsers still do not seem to support internationalized urls \( iris \) in favicon links here is a mid 2015 ms connect thread discussing the issue https connect microsoft com ie feedback details 1434088 here is a demo which was posted there the favicon appears correctly with firefox and chrome it is absent in ie and ms edge browsers https prunemaster github io snippets favicon iri favicon href utf8 html here 's the icon see \? nothing faulty about it ico __eou__	Agent
PF	ok , thanks everyone __eou__	User

OQ	i recently bought a xbox live code and every time i try to redeem it either on my phone or on my xbox one it never works it always comes up with try that again , something happened on our end waiting abit might help i thought that it might just be a big in microsoft but nooooo it has been saying that for weeks i have been trying to redeem my code for a solid two weeks now and that 's all it says ! ! ! ! ! i would love if anyone can assist me in my problem moved from community participation center __eou__	User
PA	hi , questions about xbox are outside the scope of this community i suggest that you read the information below and repost in the correct xbox forum xbox forums directory xbox support home xbox support for general support questions , visit the xbox support forums some general information for xbox , etc that may assist you __eou__	Agent
OQ_RQ	hi i want to redeem my code gold __eou__	Agent

OQ	microsoft windows media player null pointer remote denial of service os windows 2012 r2 standard media player ver 12 0 9600 we enabled desktop experience feature on the server as per client requirement got a vulnerability by our security team iam unable to find fix for 2012 r2 any help is highly appreciated but iam able to get the fix for windows 2008 r2 https technet microsoft com en us library security ms15 057 aspx a denial of service vulnerability is present in some versions of microsoft media player high a denial of service vulnerability is present in some versions of microsoft media player this flow is caused due to a null pointer error in the processing of server response __eou__	User
IR_PA	hi autumn , thank you for posting your query on microsoft community i would like to know some information if yes , then i would suggest you to post your query on technet forums as we have experts working on such type of issues and to help you in a better way refer to the link https social technet microsoft com forums windows en us home \? category w8itpro hope this information helps please let us know if you need any other assistance with windows in future we will be happy to assist you __eou__	Agent
PA	unfortunately the fix is to update or remove windows media player as desktop experience is not allowing cherry picking of what we can install uninstall your option is to get uninstall the desktop experience or live with it __eou__	Agent

OQ	i have a problem with the bing health fitness app whereby when selecting food items from the 'favourite' option loses the calorific information \( e g it incorrectly calculates calories and protein carbohydrate information etc \) when it fills in the item also since the move from the health vault to the could based service i can no longer edit my favourites this is an issue on my windows phone , my windows 8 1 desktop and also my windows 8 1 tablet wife also has the same issue is there anyone working on resolving this issue \? __eou__	User
RQ	i also have the same issue started recently it occurs when i change the inputs from the main screen any patch available for download \? __eou__	Agent
PA	hi , sorry for the delayed response open windows store swipe in from the right click on settings click on app updates check for updates when finished , click on sync licenses retry apps if this does not resolve the issue , run the app troubleshooter http windows microsoft com en us windows 8 what troubleshoot problems app you might also run the following scans to resolve issue troubleshooting component store system files corruption http answers microsoft com en us windows wiki windows8 1 system troubleshooting component store system files 8acbd614 678d 42b9 859c 56d3e6f8342a __eou__	Agent
CQ_FD	the problem is n't that the application installation is corrupted it is that there is a bug in the program it affects all the systems that i have \( 1 pc , 1 phone and 1 tablet \) and the problem also is if i use it without the application at all but login to a webpage to use the diet tracker i e msn health fitness it 's a programming bug you can use the 'recent' list and the 'custom' list no problem however the 'favorites' list screws up the entries even on the website with no app installed also there are favourites that are left over from when it used the 'health vault' that cannot be deleted or used so that causes problems as well for example if i login to the msn health and fitness and then select , 'chicken fillet classic subway' from my favourites menu , then nothing happens i cannot use the item and i cannot delete it either another example if i use the windows 8 1 app it does let me select the 'chicken fillet classic subway' however when it populates the data in to the 'lunch' field the carbs , protein and fat data is all zero and the calories information is wrong once this happens reselecting the item from 'recent' then reproduces the error so for the moment the 'favourites' menu is bugged my wife has the same problem which is a pity because the app has tons of potential __eou__	User
PA	hi jimmy , please check the private message i have sent you and reply accordingly __eou__	Agent
FQ	hello , i gather that since this app will no longer be supported that this is n't likely to be fixed can anyone suggest an app on the windows store to replace it \? david __eou__	User
PA	try bodbot it was a hidden gem recommended by daniel rubino from windows phone central there is a windows version available in windows store bodbot is a personal trainer , nutritionist and coach bodbot 's strengths are many , including __eou__	Agent
GG	thanks i 'll check it out __eou__	User
GG	you 're welcome __eou__	Agent

OQ	hey i ca n't select multiple words in word 2016 holding command click here are the info about my version etc a friend of mine has the same version and it does n't work either on her macbook air i tried to reinstall office but it did n't solve the problem also tried this msft social sa8i4k as adviced by office support on twitter but did n't solve either anyone already faced this issue \? __eou__	User
PA	this is a known issue which has not yet been corrected please search the community for numerous discussions details on the subject the conversation you provided the link to pertains to a completely unrelated subject __eou__	Agent
PA	i think this will probably be fixed in the next update , judging from the number of complaints about it __eou__	Agent

OQ	i have windows rt 8 1 and i want to upgrade to windows 10 but it 's saying that i have to upgrade to 8 1 first is there any alternative \? __eou__	User
CQ_IR_PA	you ca n't , it 's not possible it 's saying that i have to upgrade to 8 1 first \? i highly doubt it says anything of that sort what is saying that \? i'm genuinely curious about what you are talking about __eou__	Agent
FD	actually i searched it on microsoft 's website only and it 's saying that i am not eligible to upgrade to windows 10 so i 'll have to upgrade it to windows 8 1 first __eou__	User
PA	you cant get regular windows on it it has windows rt for a reason it has the same processor type as a mobile phone , and therefore it needs a specially made version of windows to run on it it is impossible to run the normal windows versions __eou__	Agent

OQ	i have just made an error i have given an ok to would you like to save your password unfortunately there was an error in my id and i can not sign on with anything can you help me out of this mess \? thanks juan moved from windows windows 10 windows settings pc __eou__	User
PA	hi juan , you 've reached the right forum to remove your saved password from microsoft edge kindly follow these steps you can also check this article for some tips about saving and removing passwords from microsoft edge let us know how it goes and we 'll assist you further if needed __eou__	Agent
GG	very satisfied thanks juan __eou__	User

OQ	i have a very frustrating toolbar cleaner that pops up any time i try to go to a siteand , i usually have to click on it many , many times before i can anything help __eou__	User
PA	hello , thank you for visiting microsoft community as per the description , i understand that you would like to remove toolbar that pops up every time you to a website i will certainly help you with the issue i would like to know a few information amyso , i would suggest you to follow the steps mentioned below method 1 i would suggest you to run virus scan to make sure the computer is free from virus the microsoft safety scanner is a free downloadable security tool that provides on demand scanning and helps remove virus , spyware , and other malicious software it works with your existing antivirus software http www microsoft com security scanner en us default aspx note 1 \) the microsoft safety scanner expires 10 days after being downloaded to rerun a scan with the latest anti malware definitions , download and run the microsoft safety scanner again 2 \) if you run the virus scan the program that is infected with virus will get deleted so you have to reinstall the program alamyso if the files and folders are affected with virus then they might even get deleted method 2 refer to the link mentioned below and check if that helps https technet microsoft com en us magazine dd364987 aspx hope this information helps please provide us the required information to search more about this and understand the issue more clearly and we will be glad to offer our assistance thank you sincerely , ankitrandall rajput __eou__	Agent
PA	hi , in addition to randall 's advice , go to control panel uninstall programs look for toolbar cleaner and uninstall it \( related software bkav fe , dr web \) reset your browser when finished uninstalling the software __eou__	Agent

OQ	i 've bought the 12 month card and every time i put the code in it says its not activated so , i went to the store and asked about it they said that microsoft has been having problems with the 12 month card and they are not doing anymore refunds so what should i do about it cause i want my money back or either a new card __eou__	User
FD_PA	hi , questions about xbox are outside the scope of this community the information on where to post for xbox questions problems is in this linked thread which was composed posted by david wolters resources for xbox support for general support questions , visit the xbox support forums and choose the category that best fits your scenario __eou__	Agent
JK	nevermind __eou__	Agent

OQ	apologies if this has ready been covered , but here goes anyway since i live in australia , bing automatically assumes i love afl \( aussie rules \) and nrl \( rugby league \) , neither of which i have any time for when i scroll across in the bing sports app , i see , in order of appearance , scoreboard \( mine \) , top stories , afl , nrl , favourite teams , favourite sports since my interest in afl and nrl is subterranean i would like to remove those categories from my bing app , but am unable to find any reference on how to do that anywhere ! i have posted a screenshot below of what i see when i right click on the app i hope someone can help thanks in advance __eou__	User
NF	right , since no one has replied i have decided to join the majority of win8 users and have uninstalled all my metro apps and will in future completely ignore the fischer price side of windows thanks so much for the support ! __eou__	User
NF	exactly my sentiments mate ! ! ! i am an aussie and i effing hate afl and rugby them off my default zzz __eou__	Agent
PA	not sure this will work for you , as these bing apps seem to operate differently for each user try this open bing news right click anywhere left click customize \( bottom left \) left click red x on item to be removed the area just below the string of topics should show a plus sign over the word topics this can be used to add that deleted topic back to your list , or any other custom topic you may think of good luck ! this works for most topics , but those that you may have added as custom topics \( your specific sports topic , sharks , cameras , surfing in hawaii , women with chocolate donuts superglued to their navels , etc \) cannot be removed in this manner the removal tool for those does not function i have sent feedback on this and hope to see it fixed by christmas \) __eou__	Agent
FD_NF	from my original post when i scroll across in the bing sports app the functionality you have described worked perfectly for the news app unfortunately it was not present in the sports app i have no idea whether it has been added in 8 1 update , but i have deleted all the fisher price apps from my pc thanks anyway __eou__	User
PA	thank you , jack i was a victim of speed reading i'm having similar problems trying to remove topics i 've custom added in bing news and i have followed your lead in uninstalling it nearly every app in the store is incomplete or poorly designed i 've just installed the free news bento metro app and this is much better whatever team or sport you are interested in , just type it into the search bar and you 'll get lots of sources to choose from and you do n't have to add them to a customized page , so there is no removal required when you want to change __eou__	Agent
NF	yeah , i'm afraid metro modern whatever wo n't be seeing me in the foreseeable future then again , i am on a desktop for interest sake i installed the sports app again after your initial reply just to see whether they had added that functionality on the latest update \( win 8 1 update \) but alas it 's still the same dysfunctional mess so i uninstalled it again glad you found something that works for you though \) __eou__	User

OQ	hello how do i update skype on my ipad \? anne maymann __eou__	User
FD_PA	samsung gets some updates before apple so wait until it releases on the apple store __eou__	Agent
IR_PA	hello chelsey alleshaugemaymann , welcome to skype community forum please go to this link click here if you want to proceed and update your skype for ipad hope this helps regards , __eou__	Agent
RQ	hello need your help to update my skype for the latest version thank you nelly __eou__	Agent

OQ	i have a nokia lumia 920 have had it for years when i would go to bing and search for someth9ing , like sr 71 blackbird , go to images , one month ago i could tap on the picture i wanted to enlarge and it would enlarge now all it does is search more i did not change any settings on the phone why is this happening now \? thank you __eou__	User
PA	hi , thank you for posting on microsoft communities it s really unfortunate that you are facing this issue but do n't worry we will try to help you out i suggest you to perform a soft reset on your windows phone follow the steps below to do so note please take a backup of all your contents , setting etc to onedrive before performing this as it will delete all your apps and files stored in phone memory for more information , you may also refer to the article given below how to soft and hard reset your windows phone http answers microsoft com en us mobiledevices wiki mdlumia mdsettings how to soft and hard reset your windows phone 4ec36474 c21e 4aec ad1b 30f3afaf824d hope this helps , do let us know if you need further assistance with windows __eou__	Agent
NF	sorry , that is not acceptable such a drastic fix for something i had no control over is ridiculous my contract is up with the carrier , i will get a new phone soon and it wo n't be a windhoze os thank you __eou__	User

FD_OQ	all of a sudden , powerpoint has started introducing delays for example , i hit the enter key to add a line it takes three seconds until the program responds more annoying when i try to move elements on the slides around suddenly powerpoint seems to freeze a few seconds the worst example is presentation mode i click or hit the mouse key to go to the next animation , and nothing happens for a while this makes live presentations or the recording of presentations practically impossible a reboot did n't fix this quick repair did n't either where do i start \? __eou__	User
CQ_PA	i 'd start with task manager press control alt delete and click task manager the various tabs in taskman will show you which programs processes services are eating the most memory and cpu time i 'd first check the performance tab and click memory to make sure that nothing 's eating all or most all of available memory , then go to the processes tab and click cpu to sort the list from highest to lowest percentage look for processes that are eating lots of cpu time __eou__	Agent
FD_FQ	yes , i know it 's hard to say , but file explorer seems to be using more time than expected but after that , what can i do \? the problem has gone away after i did an online repair \( which seems to be a simple reinstall of office , except that it keeps my data \) i hope it stays that way __eou__	User
FD_PA	since i saw explorer acting funny , i went to an explorer repair routine , rebooted and did an online repair of office \( which is really a reinstallation \) after that , all seems to be ok by explorer acting funny i mean this all my desktop icons flashed once , then had a little check sign attached to them , which went away after a second and that happened occasionally when i moved windows around etc the repair program said something about a corrupted recycle bin interesting , the kind of consequences that can arise from seemingly innocent causes butterfly effect ! __eou__	User
GG	indeed ! it 's enough to give you butterflies in your stomach i'm glad you found the fix , and appreciate your coming back to let us know what it was __eou__	Agent

OQ	ok , so here is the problem , which honestly i 've had for months now i was trying to cleanup some files on my computer , well i read somewhere that you do n't need your temp folder so i deleted it i also read something about startmenu folder taking up a lot of space so i deleted it , it ask for administrator permission so i clicked ok and it deleted the files , not only that but i deleted it from my recycle bin really important things such as desktop and shop were gone ! i was able to get desktop back from another forum post that had a download which currently now is fine , but that not the worst part , my change pc setting 's is gone as well , when i click it nothing happens and i mean nothing if i also try changing my account picture on the metro screen as well nothing happens just nothing if anyone has a solution please post it , also another thing that has been happening rapidly every time i turn off my pc the next day i turn it on my wifi is disconnected , if it 's not then in the middle of the day it will say wifi name limited and i get disconnected , what does it mean and how do i fix it , i 've run virus scans with norton and nothing has come up well something but i fixed it , anyways please help ! ! ! __eou__	User
PA	marian , do the following system restore takes about ten minutes to run during which the computer will reboot , you may be faced at some point with a black screen where nothing appears to be happening , but eventually , the usual lock screen will appear once more check to make sure both folders are back again to remove files which are safe to delete , do the following do n't listen to dummies on forums who tell you it 's ok to delete certain files and folders because half the time , they do n't have a clue of what they 're talking about you can always come to this forum for advice if you need it __eou__	Agent
FD	thank you for the reply and sadly the only restore points were from a few days ago , also the files are not gone they were restored but missing lot 's of things __eou__	User
FD_PA	mariany , when you run system restore , it winds back the clock to the date you choose so only the files which were there on that date are restored , anything you installed after that date wo n't appear anymore and will have to be reinstalled if the temp and startup folders have n't come back , you can undo the restoration by running the same menu again you 'll see the option to undo when you click the system restore button that way , you 'll get your missing files back again you could try looking in the recycle bin to see if they 're in there if they are , right click them and choose restore windows will replace them in the same location they were removed from __eou__	Agent
FD	again this happened a few months ago , my recycle bin is empty and there is no date before the delete __eou__	User
FD_PA	some files can be deleted from the temp folder , but not the folder itself because windows uses it to hold temporary files in it 's a bit like your car and it 's gas tank you can drain it , but you still have a fully functional automobile but if you remove the gas tank , then you 're not going to be going anywhere until you replace it you now find yourself in that situation with your computer until you replace the temp folder and its contents , your machine is not going to function properly i think you 're looking at having to refresh the system in order to get it going again what you 'll have to do first is to create a recovery disk and copy the manufacturer 's partition to that this means you 'll have to go buy an external hard drive with at least 60gb free but bearing in mind that the cost of a 60gb hard disk and one with a 500gb capacity is barely a matter of cents , you 'll be better off with the large capacity drive which you can use for other purposes later to create the recovery drive , hit windows key to open the start screen with the tiles and start typing the word recovery you 'll see the option called create a recovery drive appear on the right click that and then click next here 's a screenshot then follow instructions in this article http windows microsoft com en gb windows 8 restore refresh reset pc __eou__	Agent
PF	good news ! ! ! so i was trying to delete this corrupt file right well there was this command i did in cmd that cleared any corrupt or missing files on the pc well , it brought everything back ! thanks for your advice any way ! __eou__	User
GG	thanks for letting me know mariany good to hear things have worked out for you in the end __eou__	Agent
RQ	i have a similar issue i did n't delete the whole temp folder but did delete everything inside it , and now the start menu will not open is there some way to remedy this without having to do a full system recovery \? i can still more or less use the system without needing the start menu but it is kind of a pain is there some critical folder under the temp folder that pertains to the start menu that i could recreate or download from somewhere \? thanks __eou__	Agent

OQ	i am currently using the following formula to count how often a certain month is listed in a spreadsheet sumproduct \( 1 \( month \( c4 j13 \) 11 \) \) i have been updated the 11 at the end for each month and it works perfectly except for 1 for january i receive a very wrong number can anyone advise as to why 1 is n't counting the january cells \? i ca n't even tell where the number it 's getting is coming from __eou__	User
PA	you need to show your sample data to get result as i 've tried , it works fine for me make sure that 1 is text 1 is number in formula use sumproduct \( 1 \( month \( c4 j13 \) 1 \) \) __eou__	Agent
FD_FQ_NF	hello , i checked and have taken a screenshot for you it 's still not working it should say 2 instead of 64 it 's the exact same equation i used for the other months except the last number changed per month __eou__	User
PA	the month \( \) always counts a blank cell as 1 you need to use this for your blank related data table sumproduct \( 1 \( month \( c 4 j 13 \) 1 \) \( c 4 j 13 \) \) __eou__	Agent
PA	since you are now doing a mathematical operation with \( month \( c 4 j 13 \) 1 \) \( c 4 j 13 \) , the initial 1 is superfluous this works sumproduct \( \( month \( c 4 j 13 \) 1 \) \( c 4 j 13 \) \) best wishes __eou__	Agent

OQ	hi there i have windows 8 1 and somehow have lost my media player , can someone please help me \? i ca n't find it by searching my computer so i need to know which media player i should be downloading \? __eou__	User
PA	hi , there is no download for it , as it is part of the operating system look under programs and features turn windows features on or off make sure media features is checked cheers __eou__	Agent
FD_PF	thanks taylor media features and media player are checked i eventually found it though its still not on the start menu with the apps thanks again __eou__	User
GG	glad you found it \) have a good new years eve and 2016 cheers __eou__	Agent
FQ_RQ	i have windows 8 1 and some dvd files not working with this version what can i do please \? __eou__	Agent

OQ	is there a way to contact skype support via email to reset a password \? i tried unsuccessfully to reset the password to my skype account by answering the security questions one too many times i originally had two email addresses associated with the account unfortunately email1 is from a previous work email \( no longer valid \) and email2 is tied to an account that has the mailbox full and cannot receive messages i ended up creating a second skype account tied to a third email address , email3 would it be possible for skype support to send the reset code to email3 \? i can actually send emails using email2 \( and can include the code you send to email3 \) i just ca n't receive emails to the email2 account and cleaning up the email2 mailbox will take too much time __eou__	User
FD_PA	hi stephanieskypeuser and welcome to the skype community ! password reset codes are sent by the system for verification that the user requesting access to the account is the true account owner skype support cannot send the reset code for your password manually , as this will be sent by the system automatically to the registered security information of your account \( which in your case are the two email addresses \) if the owner requests a password reset since you have access to the second email address of the account , you can try deleting a few spam or junk emails which you no longer deem important , the reset code will be sent once so you do not have to worry that you 'll be spammed after you successfully reset your password and signed in to your account , i advice that you update your security info and include your third email address to the list of your security info so you can use this email to reset your password please refer to this link for additional details let us know if you need further clarification assistance thank you __eou__	Agent
PF	thank you for the quick response i ended up cleaning up the second email account so that the reset code email could be received the third email address is now included in my skype account thanks ! __eou__	User
GG	hi , i'm glad to know that the issue has been resolved let us know if you need assistance , we 'll be here to help \) thank you ! __eou__	Agent
OQ	my wife skype has locked her out , and she ca n't reset the account as email related to that skype id is no longer in use , and no option to use updated email or phone number added each single answer from your forums list the same help page , and repeat the same , that do not work as no option to use other than original sign up email account that no longer in use ! ! your do not provide any option to do other than open a new account , if that the solution perhaps just drop skype now that has to start over from start anyhow , no wonder you lose market shares , have you tried to use your own help system \? no point do links to help or other infarct provide access to somebody who is able to help , only a chat bot that i had better version of running 20 years ago o my bbs shame on you , take money provide no services after that __eou__	Agent

OQ	how can i find the last several websites opened , search my activity history i ca n't find the last few sites __eou__	User
PA	hi benjamin , thank you for posting your query in microsoft community it could be possible that delete browsing history is checked as settings in internet explorer to uncheck it a start internet explorer and click tools b click internet options c if the option delete browsing history is checked , click to uncheck and click ok hope this information is helpful please feel free to reply in case you face any other issues with windows in future __eou__	Agent
